Ticker,Description,"Change 1h, %","Change 4h, %",Change from Open %,Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,Yearly Performance,5Y Performance,Sector
OXSQ,Oxford Square Capital Corp.,0.69686411,0.00346033,1.40350877,2.12014134,0.34722222,-3.98671096,-6.16883117,-3.98671096,-3.66666667,-53.46215781,Finance
OXM,"Oxford Industries, Inc.",-0.39556028,-0.45433089,-1.04349865,-1.48243259,-1.74621653,-12.20222615,-19.29623255,-18.29622459,-15.72641038,-2.46157402,Consumer Non-Durables
OXLC,Oxford Lane Capital Corp.,-0.10537408,0.42372881,1.06609808,2.81995662,6.27802691,-5.01002004,-12.70718232,-6.69291339,-13.02752294,-53.62035225,Miscellaneous
OXBR,Oxbridge Re Holdings Limited,8.33333333,-17.61143581,-19.07107671,-19.58041958,-20.68965517,-17.85714286,-24.34210526,0.87719298,-43.06930693,10.16380879,Finance
OWLT,"Owlet, Inc.",1.25,-4.02843602,-4.24400047,-3.11004785,0,-9.59821429,-12.90322581,-9.63436054,-70.93476175,-97.04928524,Consumer Durables
OWL,Blue Owl Capital Inc.,0.28478438,0.36644951,-0.24271845,0.32546786,0.81766149,-4.86111111,1.98511166,12.5,22.56461233,14.69767442,Finance
OVV,Ovintiv Inc. (DE),0.69225928,1.05263158,0.86152553,1.03136182,0.41841004,0.90393105,3.53753236,43.88489209,-3.08903695,-2.8340081,Energy Minerals
OVLY,Oak Valley Bancorp (CA),0.20209844,-0.52062475,1.83673469,0.97126669,2.88659794,-0.51834131,-10.09009009,5.00841751,33.06666667,34.75269235,Finance
OVID,Ovid Therapeutics Inc.,0.85227273,1.42857143,1.13960114,1.28388017,8.56269113,-7.55208333,0,-2.20385675,116.46341463,-30.11811024,Health Technology
OUT,OUTFRONT Media Inc.,-0.2554931,1.2973534,-0.81300813,0.20533881,1.45530146,-3.36633663,-35.74720211,-37.43589744,-46.8119891,-45.01408451,Finance
OUST,"Ouster, Inc.",-0.77922078,-1.03626943,0.26246719,0.52631579,0.79155673,-24.20634921,-35.69023569,2.96495957,-69.19354839,-96.06185567,Electronic Technology
OTTR,Otter Tail Corporation,-0.11691348,0.33274613,2.40915746,10.29243119,9.32082978,1.34351949,-13.41435967,0.14317324,12.56766642,66.42872594,Utilities
OTRK,"Ontrak, Inc.",3.08215648,1.52284264,7,7,3.88349515,23.69942197,-55.60165975,-57.53118878,-56.49536411,-97.77317095,Health Services
OTLY,Oatly Group AB,0,0.02083767,-0.18507094,1.67574361,6.72823219,-45.8319384,-67.2027027,-77.10377358,-77.31775701,-97.80560579,Consumer Non-Durables
OTLK,"Outlook Therapeutics, Inc.",1.26776142,2.95847751,11.75265413,10.43622308,20,171.49321267,-63.85542169,-45.94594595,-52,-91.60792212,Health Technology
OTIS,Otis Worldwide Corporation,-0.11641444,0.20763042,0.8226691,0.87535929,1.40530602,-3.86004234,-13.75111707,-10.26266853,9.23882286,93.025,Producer Manufacturing
OSW,OneSpaWorld Holdings Limited,0.08412037,0.91566265,2.04479065,1.74757282,1.25603865,-6.59536542,-16.29392971,-15.82329317,14.9122807,-14.44897959,Consumer Services
OSUR,"OraSure Technologies, Inc.",-0.38647343,0,0.58479532,0.58479532,0,-12.98482293,11.93058568,-24.78134111,20,-62.11453744,Health Technology
OSTK,"Overstock.com, Inc.",-1.88916877,-1.517067,0.38610039,-0.25575448,11.988514,-1.39064475,-56.96551724,-22.19451372,-36.68831169,-19.21284309,Retail Trade
OST,"Ostin Technology Group Co., Ltd.",4.69798658,-1.26582278,4,4.69798658,4,12.23021583,-8.23529412,-23.64170338,-24.27184466,-92.27722772,Electronic Technology
OSS,"One Stop Systems, Inc.",-1.93236715,0,1.5,-0.49019608,0,9.72972973,-37.73006135,-16.11570248,-37.15170279,-15.41666667,Electronic Technology
OSPN,OneSpan Inc.,-1.12640801,-0.37831021,0.50890585,1.15236876,2.46433204,-26.51162791,-43.08357349,-41.00074683,-26.64809656,-52.94818344,Technology Services
OSK,Oshkosh Corporation (Holding Company),-0.1308826,0.51546392,0.86226719,-0.35211268,1.62168423,-8.06874149,-15.0808247,12.73451555,0.19415258,65.15436747,Consumer Durables
OSIS,"OSI Systems, Inc.",-0.08637236,-0.36367116,-0.6668572,-0.6857796,-1.98806223,-11.66553711,-12.75937082,-11.85222758,28.4271462,52.88856305,Electronic Technology
OSI,Osiris Acquisition Corp.,-2.18216319,-2.18216319,-0.19361084,0,-2.73584906,-0.19361084,0.29182879,4.77642276,3.41023069,4.67005076,Finance
OSG,"Overseas Shipholding Group, Inc.",0.72090628,1.34715026,1.875,2.08768267,0.61728395,11.38952164,21.03960396,26.03092784,75.2688172,65.76271186,Transportation
OSCR,"Oscar Health, Inc.",-1.2536162,1.08588351,3.85395538,4.48979592,5.56701031,-8.07899461,-30.43478261,-25.79710145,39.50953678,-85.77777778,Health Services
OSBC,"Old Second Bancorp, Inc.",-0.07374631,0.70605723,0.29585799,0.29585799,0.44444444,-0.36737693,-15.51401869,19.8938992,-13.9047619,-3.89794472,Finance
OSA,"ProSomnus, Inc.",11.11111111,11.11111111,4.16666667,11.11111111,6.06060606,-32.69230769,-66.18357488,-86.08349901,-93.06243806,-92.78350515,Health Technology
ORTX,Orchard Therapeutics plc,-0.12562814,0.76045627,0.12586532,0.12586532,-0.06281407,105.82147477,223.37398374,237.79193206,258.33333333,-88.85854342,Health Technology
ORRF,Orrstown Financial Services Inc,0.33589251,0.05024044,1.83309214,-0.14191107,3.68369352,0.47596383,-9.32130584,23.59484778,-19.27342256,1.2470024,Finance
ORN,"Orion Group Holdings, Inc.",-0.82644628,-1.03092784,6.19469027,5.72687225,7.14285714,-10.44776119,30.08130081,95.11401976,100,-2.04081633,Industrial Services
ORMP,Oramed Pharmaceuticals Inc.,-2.94906166,-4.23280423,-1.61290323,-2.65957447,-1.08108108,-29.88505747,-46.17647059,-35.33568905,-73.85714286,-55.79710145,Health Technology
ORLY,"O'Reilly Automotive, Inc.",-0.11320847,-0.1095502,-0.23054075,0.03225321,0.6359782,2.3744031,-0.09127125,-0.5812711,11.80754164,181.36321026,Retail Trade
ORIC,"Oric Pharmaceuticals, Inc.",-0.1490313,1.51515152,5.84518167,5.18053375,6.68789809,10.74380165,-18.49148418,29.34362934,144.9725777,-74.23076923,Health Technology
ORI,Old Republic International Corporation,0.12801756,0,0.29304029,0.58780309,1.63325909,1.63325909,-0.61705989,8.30696203,17.40994854,25.02283105,Finance
ORGS,Orgenesis Inc.,0.63628292,0.01470588,-5.93360996,-16.03703704,-25.955362,9.69354839,-35.22857143,-34.60576923,-46.8671875,-88.71484278,Health Technology
ORGO,Organogenesis Holdings Inc.,-0.66518847,0.6741573,1.81818182,1.35746606,4.18604651,-29.55974843,-47.78554779,10.34482759,-31.49847095,-85.64102564,Health Technology
ORGN,"Origin Materials, Inc.",-1.95024876,-0.25306205,-0.16159984,-0.97174915,1.58257116,-22.7734375,-76.96877912,-75.22556391,-82.44227353,-90.115,Process Industries
ORCL,Oracle Corporation,0.02903039,0.3592233,1.36758002,1.7215937,2.38637489,-2.37915408,-11.5634622,8.86502422,35.16339869,119.62616822,Technology Services
ORC,"Orchid Island Capital, Inc.",-0.55335968,0.15923567,4.66666667,5.54621849,3.97350993,-26.20446533,-39.61538462,-35.05687694,-37.88328388,-80.58732612,Finance
ORA,"Ormat Technologies, Inc.",-0.17033012,-0.54398593,-0.307792,0.37514272,0.1953761,-11.98512586,-23.12304809,-27.11984841,-32.61060009,20.90373281,Utilities
OPY,"Oppenheimer Holdings, Inc.",0.31392694,0.93323762,1.50506512,1.68164685,4.03441115,-8.45732185,-7.71052632,-5.77646427,6.40169903,18.59993236,Finance
OPXS,"Optex Systems Holdings, Inc.",0.12738854,0.25510204,0.76923077,-0.86772273,-1.75,-5.41516245,12.28571429,31,61.72839506,160.26490066,Electronic Technology
OPTN,"OptiNose, Inc.",0,0.89285714,-4.23728814,-5.04201681,-7.37704918,-8.1300813,-5.83333333,-35.42857143,-67.89772727,-89.39962477,Health Technology
OPRX,OptimizeRx Corporation,-1.16150578,-0.12406948,2.80612245,3.46598203,5.35947712,3.59897172,-42.26361032,-43.55742297,-47.49185668,-49.43538269,Technology Services
OPRT,Oportun Financial Corporation,1.55979203,0.42844901,2.45183888,2.99295775,6.17059891,-18.97506925,-2.33722871,62.0498615,13.15280464,-64,Finance
OPRA,Opera Limited,-1.28095645,-0.68728522,-4.21836228,-4.21836228,-2.52525253,2.75066548,-33.41000575,3.20855615,169.30232558,69.29824561,Technology Services
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",-0.06706908,-0.04829881,0,0.81190798,1.36054422,-5.81542351,-14.7597254,-10.67146283,-17.22222222,-54.7112462,Miscellaneous
OPOF,Old Point Financial Corporation,0.13621012,0.13621012,0,0.13621012,6.09555189,-11.87739464,-21.99612403,-6.66666667,-38.14829043,-40.14869888,Finance
OPK,"Opko Health, Inc.",-0.79681275,-0.79681275,2.45901639,1.62601626,1.62601626,-21.875,-28.97727273,-20.88607595,-32.43243243,-62.90801187,Health Services
OPI,Office Properties Income Trust,0.89786756,0.78475336,2.51141553,6.1465721,8.98058252,9.51219512,-38.32417582,-24.79061977,-70.57667104,-87.66483516,Finance
OPHC,"OptimumBank Holdings, Inc.",0,0,0,0,0,-0.65080014,-0.31545741,5.32982234,-28.01822323,-22.16748768,Finance
OPGN,"OpGen, Inc.",0.98422122,0.60700389,-2.04960642,0.6870229,4.23581476,64.62805791,9.91666667,-10.87837838,-83.86741683,-99.86144958,Commercial Services
OPFI,OppFi Inc.,-1.33928571,-2.21238938,-1.76211454,-0.88888889,-0.44642857,-11.50793651,9.85221675,16.7539267,-0.44642857,-77.47474747,Technology Services
OPEN,Opendoor Technologies Inc,0,-9.76190476,-9.52380952,-9.09090909,-8.65384615,-28.03030303,-62.15139442,40.74074074,-27.48091603,-82.3255814,Finance
OPCH,"Option Care Health, Inc.",-0.10810811,1.42700329,2.85608309,3.35445397,4.13067968,-14.2812983,-17.788319,11.32075472,-10.97913323,162.59469697,Health Services
OPBK,OP Bancorp,0.11848341,0.11848341,0,0.71513707,-0.23612751,-7.65027322,-9.91471215,-0.93786635,-27.77777778,-17.15686275,Finance
OPAL,OPAL Fuels Inc.,-1.02739726,-0.6889916,-3.67892977,-3.19327731,-4,-29.75609756,-27.90988736,-18.18181818,-36.84210526,-41.2244898,Process Industries
OPAD,Offerpad Solutions Inc.,-1.39416984,-2.9925187,-1.972873,-2.09359606,0.88832487,-18.54508197,-32.62711864,20.51480286,-41.43305577,-95.16798676,Technology Services
